title,org,tender_description,opening_date,n_bids_declared,bid_number,bidder_name,currency,bid_amount,category,created_date,pdf_url,detail_url
Renovation Works At The Pig Genetic Centre – Grand Anse Mahe,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT THE PIG GENETIC CENTRE – GRAND ANSE MAHE,12TH NOVEMBER 2025 AT: 10:00 HRS,5,1.0,R & E CONTRACTOR,SR,1347470.0,Infrastructure,12 November 2025.,https://www.ntb.sc/media/tender-files/renovation_works_at_pig_house_genetic_centre.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-the-pig-genetic-centre-grand-anse-mahe
Renovation Works At The Pig Genetic Centre – Grand Anse Mahe,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT THE PIG GENETIC CENTRE – GRAND ANSE MAHE,12TH NOVEMBER 2025 AT: 10:00 HRS,5,2.0,LARJ ENTERPRISE PTY LTD,SR,1563018.0,Infrastructure,12 November 2025.,https://www.ntb.sc/media/tender-files/renovation_works_at_pig_house_genetic_centre.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-the-pig-genetic-centre-grand-anse-mahe
Renovation Works At The Pig Genetic Centre – Grand Anse Mahe,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT THE PIG GENETIC CENTRE – GRAND ANSE MAHE,12TH NOVEMBER 2025 AT: 10:00 HRS,5,3.0,AMAR CONSTRUCTION,SR,1100692.5,Infrastructure,12 November 2025.,https://www.ntb.sc/media/tender-files/renovation_works_at_pig_house_genetic_centre.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-the-pig-genetic-centre-grand-anse-mahe
Renovation Works At The Pig Genetic Centre – Grand Anse Mahe,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT THE PIG GENETIC CENTRE – GRAND ANSE MAHE,12TH NOVEMBER 2025 AT: 10:00 HRS,5,4.0,EUODOO PTY LTD,SR,1847292.5,Infrastructure,12 November 2025.,https://www.ntb.sc/media/tender-files/renovation_works_at_pig_house_genetic_centre.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-the-pig-genetic-centre-grand-anse-mahe
Renovation Works At The Pig Genetic Centre – Grand Anse Mahe,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT THE PIG GENETIC CENTRE – GRAND ANSE MAHE,12TH NOVEMBER 2025 AT: 10:00 HRS,5,5.0,PRIME BUILDERS,SR,1318120.0,Infrastructure,12 November 2025.,https://www.ntb.sc/media/tender-files/renovation_works_at_pig_house_genetic_centre.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-the-pig-genetic-centre-grand-anse-mahe
"Construction Of Drainage And Resurfacing Of Existing Motorable Access Road At Reef Estate, Au Cap",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF DRAINAGE AND RESURFACING OF EXISTING MOTORABLE ACCESS ROAD AT REEF ESTATE, AU CAP",12TH NOVEMBER 2025 AT: 10:00 HRS,6,1.0,R & E CONTRACTOR,SR,961060.0,Roads & seawalls,12 November 2025.,https://www.ntb.sc/media/tender-files/CONST._DRAINAGE_AND_RESURFACING_EXISITNG_RD_REEF_ESTATE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-drainage-and-resurfacing-of-existing-motorable-access-road-at-reef-estate-au-cap
"Construction Of Drainage And Resurfacing Of Existing Motorable Access Road At Reef Estate, Au Cap",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF DRAINAGE AND RESURFACING OF EXISTING MOTORABLE ACCESS ROAD AT REEF ESTATE, AU CAP",12TH NOVEMBER 2025 AT: 10:00 HRS,6,2.0,SEYSHELLS CONSTRUCTION LTD,SR,1053255.0,Roads & seawalls,12 November 2025.,https://www.ntb.sc/media/tender-files/CONST._DRAINAGE_AND_RESURFACING_EXISITNG_RD_REEF_ESTATE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-drainage-and-resurfacing-of-existing-motorable-access-road-at-reef-estate-au-cap
"Construction Of Drainage And Resurfacing Of Existing Motorable Access Road At Reef Estate, Au Cap",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF DRAINAGE AND RESURFACING OF EXISTING MOTORABLE ACCESS ROAD AT REEF ESTATE, AU CAP",12TH NOVEMBER 2025 AT: 10:00 HRS,6,3.0,MULTIFIX MAINTENANCE,SR,1095520.0,Roads & seawalls,12 November 2025.,https://www.ntb.sc/media/tender-files/CONST._DRAINAGE_AND_RESURFACING_EXISITNG_RD_REEF_ESTATE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-drainage-and-resurfacing-of-existing-motorable-access-road-at-reef-estate-au-cap
"Construction Of Drainage And Resurfacing Of Existing Motorable Access Road At Reef Estate, Au Cap",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF DRAINAGE AND RESURFACING OF EXISTING MOTORABLE ACCESS ROAD AT REEF ESTATE, AU CAP",12TH NOVEMBER 2025 AT: 10:00 HRS,6,4.0,AMAR CONSTRUCTION,SR,1009136.0,Roads & seawalls,12 November 2025.,https://www.ntb.sc/media/tender-files/CONST._DRAINAGE_AND_RESURFACING_EXISITNG_RD_REEF_ESTATE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-drainage-and-resurfacing-of-existing-motorable-access-road-at-reef-estate-au-cap
"Construction Of Drainage And Resurfacing Of Existing Motorable Access Road At Reef Estate, Au Cap",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF DRAINAGE AND RESURFACING OF EXISTING MOTORABLE ACCESS ROAD AT REEF ESTATE, AU CAP",12TH NOVEMBER 2025 AT: 10:00 HRS,6,5.0,EUODOO PTY LTD,SR,840439.0,Roads & seawalls,12 November 2025.,https://www.ntb.sc/media/tender-files/CONST._DRAINAGE_AND_RESURFACING_EXISITNG_RD_REEF_ESTATE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-drainage-and-resurfacing-of-existing-motorable-access-road-at-reef-estate-au-cap
"Construction Of Drainage And Resurfacing Of Existing Motorable Access Road At Reef Estate, Au Cap",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF DRAINAGE AND RESURFACING OF EXISTING MOTORABLE ACCESS ROAD AT REEF ESTATE, AU CAP",12TH NOVEMBER 2025 AT: 10:00 HRS,6,6.0,PRIME BUILDERS,SR,1442725.0,Roads & seawalls,12 November 2025.,https://www.ntb.sc/media/tender-files/CONST._DRAINAGE_AND_RESURFACING_EXISITNG_RD_REEF_ESTATE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-drainage-and-resurfacing-of-existing-motorable-access-road-at-reef-estate-au-cap
Renovation And Reconstruction Of The First Floor At The Record Centre – Providence (Next To The Seychelles Bureau Of Standard Office),SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION AND RECONSTRUCTION OF THE FIRST FLOOR AT THE RECORD CENTRE – PROVIDENCE (NEXT TO THE SEYCHELLES BUREAU OF STANDARD OFFICE),23rd OCTOBER 2025 AT: 10:30 HRS,6,1.0,ALLIED BUILDERS SEY LTD,SR,4586325.21,Infrastructure,23 October 2025.,https://www.ntb.sc/media/tender-files/renovation_and_reconstruction__of__first_floor_at_record_centre_Providence_next_SBS.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-and-reconstruction-of-the-first-floor-at-the-record-centre-providence-next-to-the-seychelles-bureau-of-standard-office
Renovation And Reconstruction Of The First Floor At The Record Centre – Providence (Next To The Seychelles Bureau Of Standard Office),SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION AND RECONSTRUCTION OF THE FIRST FLOOR AT THE RECORD CENTRE – PROVIDENCE (NEXT TO THE SEYCHELLES BUREAU OF STANDARD OFFICE),23rd OCTOBER 2025 AT: 10:30 HRS,6,2.0,PRIME BUILDERS,SR,3765579.45,Infrastructure,23 October 2025.,https://www.ntb.sc/media/tender-files/renovation_and_reconstruction__of__first_floor_at_record_centre_Providence_next_SBS.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-and-reconstruction-of-the-first-floor-at-the-record-centre-providence-next-to-the-seychelles-bureau-of-standard-office
Renovation And Reconstruction Of The First Floor At The Record Centre – Providence (Next To The Seychelles Bureau Of Standard Office),SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION AND RECONSTRUCTION OF THE FIRST FLOOR AT THE RECORD CENTRE – PROVIDENCE (NEXT TO THE SEYCHELLES BUREAU OF STANDARD OFFICE),23rd OCTOBER 2025 AT: 10:30 HRS,6,3.0,"DONALD BUILDING & CONTRACTOR
PTY LTD",SR,4878055.0,Infrastructure,23 October 2025.,https://www.ntb.sc/media/tender-files/renovation_and_reconstruction__of__first_floor_at_record_centre_Providence_next_SBS.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-and-reconstruction-of-the-first-floor-at-the-record-centre-providence-next-to-the-seychelles-bureau-of-standard-office
Renovation And Reconstruction Of The First Floor At The Record Centre – Providence (Next To The Seychelles Bureau Of Standard Office),SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION AND RECONSTRUCTION OF THE FIRST FLOOR AT THE RECORD CENTRE – PROVIDENCE (NEXT TO THE SEYCHELLES BUREAU OF STANDARD OFFICE),23rd OCTOBER 2025 AT: 10:30 HRS,6,4.0,RAFA BUILDERS,SR,3660540.0,Infrastructure,23 October 2025.,https://www.ntb.sc/media/tender-files/renovation_and_reconstruction__of__first_floor_at_record_centre_Providence_next_SBS.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-and-reconstruction-of-the-first-floor-at-the-record-centre-providence-next-to-the-seychelles-bureau-of-standard-office
Renovation And Reconstruction Of The First Floor At The Record Centre – Providence (Next To The Seychelles Bureau Of Standard Office),SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION AND RECONSTRUCTION OF THE FIRST FLOOR AT THE RECORD CENTRE – PROVIDENCE (NEXT TO THE SEYCHELLES BUREAU OF STANDARD OFFICE),23rd OCTOBER 2025 AT: 10:30 HRS,6,5.0,SEY SHELLS CONSTRUCTION LTD,SR,3320016.0,Infrastructure,23 October 2025.,https://www.ntb.sc/media/tender-files/renovation_and_reconstruction__of__first_floor_at_record_centre_Providence_next_SBS.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-and-reconstruction-of-the-first-floor-at-the-record-centre-providence-next-to-the-seychelles-bureau-of-standard-office
Renovation And Reconstruction Of The First Floor At The Record Centre – Providence (Next To The Seychelles Bureau Of Standard Office),SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION AND RECONSTRUCTION OF THE FIRST FLOOR AT THE RECORD CENTRE – PROVIDENCE (NEXT TO THE SEYCHELLES BUREAU OF STANDARD OFFICE),23rd OCTOBER 2025 AT: 10:30 HRS,6,6.0,DIVY CONSTRUCTION,SR,3979969.85,Infrastructure,23 October 2025.,https://www.ntb.sc/media/tender-files/renovation_and_reconstruction__of__first_floor_at_record_centre_Providence_next_SBS.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-and-reconstruction-of-the-first-floor-at-the-record-centre-providence-next-to-the-seychelles-bureau-of-standard-office
Refurbishment Of The Airport’s Fire Service Watch Room At The Seychelles International Airport,SEYCHELLES AIRPORT AUTHORITY,REFURBISHMENT OF THE AIRPORT’S FIRE SERVICE WATCH ROOM AT THE SEYCHELLES INTERNATIONAL AIRPORT,23rd OCTOBER 2025 AT: 10:00 HRS,1,1.0,ALLIED BUILDERS SEY LTD,SR,472104.52,Infrastructure,23 October 2025.,https://www.ntb.sc/media/tender-files/REFURBISHMENT_AIRPORT_FIRE_SERVICE_WATCH_ROOM_INT._AIRPORT_copy_1.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/refurbishment-of-the-airports-fire-service-watch-room-at-the-seychelles-international-airport
Construction Of Drainage System And Repair Works On Perimeter Track At The Seychelles International Airport,SEYCHELLES AIRPORT AUTHORITY,CONSTRUCTION OF DRAINAGE SYSTEM AND REPAIR WORKS ON PERIMETER TRACK AT THE SEYCHELLES INTERNATIONAL AIRPORT,23rd OCTOBER 2025 AT: 10:00 HRS,2,1.0,BHAKTI BUILDERS,SR,646975.0,Infrastructure,23 October 2025.,https://www.ntb.sc/media/tender-files/construction_of__drainage_system_and_repair_work_perimeter_track_at_Sey._International_Airport.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-drainage-system-and-repair-works-on-perimeter-track-at-the-seychelles-international-airport
Construction Of Drainage System And Repair Works On Perimeter Track At The Seychelles International Airport,SEYCHELLES AIRPORT AUTHORITY,CONSTRUCTION OF DRAINAGE SYSTEM AND REPAIR WORKS ON PERIMETER TRACK AT THE SEYCHELLES INTERNATIONAL AIRPORT,23rd OCTOBER 2025 AT: 10:00 HRS,2,2.0,DIVY CONSTRUCTION,SR,870850.0,Infrastructure,23 October 2025.,https://www.ntb.sc/media/tender-files/construction_of__drainage_system_and_repair_work_perimeter_track_at_Sey._International_Airport.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-drainage-system-and-repair-works-on-perimeter-track-at-the-seychelles-international-airport
Renovation To Existing Dwelling House At Petit Paris – Cascade,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION TO EXISTING DWELLING HOUSE AT PETIT PARIS – CASCADE,23rd OCTOBER 2025 AT: 10:30 HRS,5,1.0,SEY SHELLS CONSTRUCTION LTD,SR,989910.0,Infrastructure,23 October 2025.,https://www.ntb.sc/media/tender-files/renovation_to_existing_dwelling_house_petite_paris.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-to-existing-dwelling-house-at-petit-paris-cascade
Renovation To Existing Dwelling House At Petit Paris – Cascade,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION TO EXISTING DWELLING HOUSE AT PETIT PARIS – CASCADE,23rd OCTOBER 2025 AT: 10:30 HRS,5,2.0,KP CONSTRUCTION,SR,793368.9,Infrastructure,23 October 2025.,https://www.ntb.sc/media/tender-files/renovation_to_existing_dwelling_house_petite_paris.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-to-existing-dwelling-house-at-petit-paris-cascade
Renovation To Existing Dwelling House At Petit Paris – Cascade,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION TO EXISTING DWELLING HOUSE AT PETIT PARIS – CASCADE,23rd OCTOBER 2025 AT: 10:30 HRS,5,3.0,DIVY CONSTRUCTION,SR,1078901.25,Infrastructure,23 October 2025.,https://www.ntb.sc/media/tender-files/renovation_to_existing_dwelling_house_petite_paris.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-to-existing-dwelling-house-at-petit-paris-cascade
Renovation To Existing Dwelling House At Petit Paris – Cascade,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION TO EXISTING DWELLING HOUSE AT PETIT PARIS – CASCADE,23rd OCTOBER 2025 AT: 10:30 HRS,5,4.0,"DONALD BUILDING & CONTRACTOR
PTY LTD",SR,1280495.0,Infrastructure,23 October 2025.,https://www.ntb.sc/media/tender-files/renovation_to_existing_dwelling_house_petite_paris.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-to-existing-dwelling-house-at-petit-paris-cascade
Renovation To Existing Dwelling House At Petit Paris – Cascade,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION TO EXISTING DWELLING HOUSE AT PETIT PARIS – CASCADE,23rd OCTOBER 2025 AT: 10:30 HRS,5,5.0,RAFA BUILDERS,SR,980399.0,Infrastructure,23 October 2025.,https://www.ntb.sc/media/tender-files/renovation_to_existing_dwelling_house_petite_paris.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-to-existing-dwelling-house-at-petit-paris-cascade
Construction Of Reinforced Concrete  Foundations For  Containerized Generator Set And For Fuel Tank & Reinforced Concrete Drain At Power Station C Roche Caiman,PUBLIC UTILITIES CORPORATION,CONSTRUCTION OF REINFORCED CONCRETE FOUNDATIONS FOR CONTAINERIZED GENERATOR SET AND FOR FUEL TANK & REINFORCED CONCRETE DRAIN AT POWER STATION C ROCHE CAIMAN,WEDNESDAY 01st OCTOBER 2025 AT: 10:00 HRS,5,1.0,"BENOITON CONSTRUCTION CO PTY
LTD",SR,904959.0,Infrastructure,01 October 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_REINFORCED_CONCRETE__FOUNDATIONS_FOR__CONTAINERIZED_GENERATOR_SET_AND_FOR_FUEL_TANK__REINFORCED_CONCRETE_DRAIN_AT_POWER_STATION_C_ROCHE_CAIMAN.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-reinforced-concrete-foundations-for-containerized-generator-set-and-for-fuel-tank-reinforced-concrete-drain-at-power-station-c-roche-caiman
Construction Of Reinforced Concrete  Foundations For  Containerized Generator Set And For Fuel Tank & Reinforced Concrete Drain At Power Station C Roche Caiman,PUBLIC UTILITIES CORPORATION,CONSTRUCTION OF REINFORCED CONCRETE FOUNDATIONS FOR CONTAINERIZED GENERATOR SET AND FOR FUEL TANK & REINFORCED CONCRETE DRAIN AT POWER STATION C ROCHE CAIMAN,WEDNESDAY 01st OCTOBER 2025 AT: 10:00 HRS,5,2.0,NEIL’S CONSTRUCTION,SR,832612.0,Infrastructure,01 October 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_REINFORCED_CONCRETE__FOUNDATIONS_FOR__CONTAINERIZED_GENERATOR_SET_AND_FOR_FUEL_TANK__REINFORCED_CONCRETE_DRAIN_AT_POWER_STATION_C_ROCHE_CAIMAN.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-reinforced-concrete-foundations-for-containerized-generator-set-and-for-fuel-tank-reinforced-concrete-drain-at-power-station-c-roche-caiman
Construction Of Reinforced Concrete  Foundations For  Containerized Generator Set And For Fuel Tank & Reinforced Concrete Drain At Power Station C Roche Caiman,PUBLIC UTILITIES CORPORATION,CONSTRUCTION OF REINFORCED CONCRETE FOUNDATIONS FOR CONTAINERIZED GENERATOR SET AND FOR FUEL TANK & REINFORCED CONCRETE DRAIN AT POWER STATION C ROCHE CAIMAN,WEDNESDAY 01st OCTOBER 2025 AT: 10:00 HRS,5,3.0,SOMMET BUILDERS PTY LTD,SR,673398.0,Infrastructure,01 October 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_REINFORCED_CONCRETE__FOUNDATIONS_FOR__CONTAINERIZED_GENERATOR_SET_AND_FOR_FUEL_TANK__REINFORCED_CONCRETE_DRAIN_AT_POWER_STATION_C_ROCHE_CAIMAN.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-reinforced-concrete-foundations-for-containerized-generator-set-and-for-fuel-tank-reinforced-concrete-drain-at-power-station-c-roche-caiman
Construction Of Reinforced Concrete  Foundations For  Containerized Generator Set And For Fuel Tank & Reinforced Concrete Drain At Power Station C Roche Caiman,PUBLIC UTILITIES CORPORATION,CONSTRUCTION OF REINFORCED CONCRETE FOUNDATIONS FOR CONTAINERIZED GENERATOR SET AND FOR FUEL TANK & REINFORCED CONCRETE DRAIN AT POWER STATION C ROCHE CAIMAN,WEDNESDAY 01st OCTOBER 2025 AT: 10:00 HRS,5,4.0,FORTRESS ENTERPRISE PTY LTD,SR,1139512.0,Infrastructure,01 October 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_REINFORCED_CONCRETE__FOUNDATIONS_FOR__CONTAINERIZED_GENERATOR_SET_AND_FOR_FUEL_TANK__REINFORCED_CONCRETE_DRAIN_AT_POWER_STATION_C_ROCHE_CAIMAN.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-reinforced-concrete-foundations-for-containerized-generator-set-and-for-fuel-tank-reinforced-concrete-drain-at-power-station-c-roche-caiman
Construction Of Reinforced Concrete  Foundations For  Containerized Generator Set And For Fuel Tank & Reinforced Concrete Drain At Power Station C Roche Caiman,PUBLIC UTILITIES CORPORATION,CONSTRUCTION OF REINFORCED CONCRETE FOUNDATIONS FOR CONTAINERIZED GENERATOR SET AND FOR FUEL TANK & REINFORCED CONCRETE DRAIN AT POWER STATION C ROCHE CAIMAN,WEDNESDAY 01st OCTOBER 2025 AT: 10:00 HRS,5,5.0,HARI BUILDERS PTY LTD,SR,734992.5,Infrastructure,01 October 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_REINFORCED_CONCRETE__FOUNDATIONS_FOR__CONTAINERIZED_GENERATOR_SET_AND_FOR_FUEL_TANK__REINFORCED_CONCRETE_DRAIN_AT_POWER_STATION_C_ROCHE_CAIMAN.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-reinforced-concrete-foundations-for-containerized-generator-set-and-for-fuel-tank-reinforced-concrete-drain-at-power-station-c-roche-caiman
Re Roofing Of Corgate Estate Clinic – Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY,RE ROOFING OF CORGATE ESTATE CLINIC – MONT FLEURI,25th September 2025 AT: 10:30 HRS,11,1.0,,SR,1214403.0,Health,25 September 2025.,https://www.ntb.sc/media/tender-files/RE_ROOFING_OF_CORGATE_ESTATE_CLINIC_-_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-roofing-of-corgate-estate-clinic-mont-fleuri
Re Roofing Of Corgate Estate Clinic – Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY,RE ROOFING OF CORGATE ESTATE CLINIC – MONT FLEURI,25th September 2025 AT: 10:30 HRS,11,2.0,,SR,1319620.0,Health,25 September 2025.,https://www.ntb.sc/media/tender-files/RE_ROOFING_OF_CORGATE_ESTATE_CLINIC_-_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-roofing-of-corgate-estate-clinic-mont-fleuri
Re Roofing Of Corgate Estate Clinic – Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY,RE ROOFING OF CORGATE ESTATE CLINIC – MONT FLEURI,25th September 2025 AT: 10:30 HRS,11,3.0,,SR,1090000.0,Health,25 September 2025.,https://www.ntb.sc/media/tender-files/RE_ROOFING_OF_CORGATE_ESTATE_CLINIC_-_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-roofing-of-corgate-estate-clinic-mont-fleuri
Re Roofing Of Corgate Estate Clinic – Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY,RE ROOFING OF CORGATE ESTATE CLINIC – MONT FLEURI,25th September 2025 AT: 10:30 HRS,11,4.0,,SR,1027377.0,Health,25 September 2025.,https://www.ntb.sc/media/tender-files/RE_ROOFING_OF_CORGATE_ESTATE_CLINIC_-_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-roofing-of-corgate-estate-clinic-mont-fleuri
Re Roofing Of Corgate Estate Clinic – Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY,RE ROOFING OF CORGATE ESTATE CLINIC – MONT FLEURI,25th September 2025 AT: 10:30 HRS,11,5.0,,SR,1598316.0,Health,25 September 2025.,https://www.ntb.sc/media/tender-files/RE_ROOFING_OF_CORGATE_ESTATE_CLINIC_-_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-roofing-of-corgate-estate-clinic-mont-fleuri
Re Roofing Of Corgate Estate Clinic – Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY,RE ROOFING OF CORGATE ESTATE CLINIC – MONT FLEURI,25th September 2025 AT: 10:30 HRS,11,6.0,,SR,1699325.0,Health,25 September 2025.,https://www.ntb.sc/media/tender-files/RE_ROOFING_OF_CORGATE_ESTATE_CLINIC_-_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-roofing-of-corgate-estate-clinic-mont-fleuri
Re Roofing Of Corgate Estate Clinic – Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY,RE ROOFING OF CORGATE ESTATE CLINIC – MONT FLEURI,25th September 2025 AT: 10:30 HRS,11,7.0,,SR,1059545.0,Health,25 September 2025.,https://www.ntb.sc/media/tender-files/RE_ROOFING_OF_CORGATE_ESTATE_CLINIC_-_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-roofing-of-corgate-estate-clinic-mont-fleuri
Re Roofing Of Corgate Estate Clinic – Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY,RE ROOFING OF CORGATE ESTATE CLINIC – MONT FLEURI,25th September 2025 AT: 10:30 HRS,11,8.0,,SR,1335055.0,Health,25 September 2025.,https://www.ntb.sc/media/tender-files/RE_ROOFING_OF_CORGATE_ESTATE_CLINIC_-_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-roofing-of-corgate-estate-clinic-mont-fleuri
Re Roofing Of Corgate Estate Clinic – Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY,RE ROOFING OF CORGATE ESTATE CLINIC – MONT FLEURI,25th September 2025 AT: 10:30 HRS,11,9.0,,SR,1513445.0,Health,25 September 2025.,https://www.ntb.sc/media/tender-files/RE_ROOFING_OF_CORGATE_ESTATE_CLINIC_-_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-roofing-of-corgate-estate-clinic-mont-fleuri
Re Roofing Of Corgate Estate Clinic – Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY,RE ROOFING OF CORGATE ESTATE CLINIC – MONT FLEURI,25th September 2025 AT: 10:30 HRS,11,10.0,,SR,1299315.0,Health,25 September 2025.,https://www.ntb.sc/media/tender-files/RE_ROOFING_OF_CORGATE_ESTATE_CLINIC_-_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-roofing-of-corgate-estate-clinic-mont-fleuri
Re Roofing Of Corgate Estate Clinic – Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY,RE ROOFING OF CORGATE ESTATE CLINIC – MONT FLEURI,25th September 2025 AT: 10:30 HRS,11,11.0,,SR,1176846.0,Health,25 September 2025.,https://www.ntb.sc/media/tender-files/RE_ROOFING_OF_CORGATE_ESTATE_CLINIC_-_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-roofing-of-corgate-estate-clinic-mont-fleuri
"Construction Of Three Bedroom House At Val D’en D’or, Baie Lazare On Parcel T3675",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF THREE BEDROOM HOUSE AT VAL D’EN D’OR, BAIE LAZARE ON PARCEL T3675",25th September 202 AT: 10:30 HRS,5,1.0,EOUDOO PTY LTD,SR,1071533.0,Housing,25 September 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_THREE_BEDROOM_HOUSE_ATVAL_DEN_DOR_PARCEL_T3675.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-three-bedroom-house-at-val-den-dor-baie-lazare-on-parcel-t3675
"Construction Of Three Bedroom House At Val D’en D’or, Baie Lazare On Parcel T3675",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF THREE BEDROOM HOUSE AT VAL D’EN D’OR, BAIE LAZARE ON PARCEL T3675",25th September 202 AT: 10:30 HRS,5,2.0,DIVY CONSTRUCTION,SR,1273509.55,Housing,25 September 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_THREE_BEDROOM_HOUSE_ATVAL_DEN_DOR_PARCEL_T3675.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-three-bedroom-house-at-val-den-dor-baie-lazare-on-parcel-t3675
