title,org,tender_description,opening_date,n_bids_declared,bid_number,bidder_name,currency,bid_amount,category,created_date,pdf_url,detail_url
Construction of Footpath Steps and Installation of Railing at Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY /LOCAL GOVT,CONSTRUCTION OF FOOTPATH STEPS AND INSTALLATION OF RAILING AT MONT FLEURI,23rd APRIL 2025 AT: 11:00 HRS,8,1.0,BUILD TO LAST,SR,350080.0,Roads & seawalls,23 April 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_FOOTPATH_STEPS__AND_INSTALLATION_OF_RAILING_AT_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-footpath-steps-and-installation-of-railing-at-mont-fleuri
Construction of Footpath Steps and Installation of Railing at Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY /LOCAL GOVT,CONSTRUCTION OF FOOTPATH STEPS AND INSTALLATION OF RAILING AT MONT FLEURI,23rd APRIL 2025 AT: 11:00 HRS,8,2.0,ARGI CONSTRUCTION LTD,SR,616053.88,Roads & seawalls,23 April 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_FOOTPATH_STEPS__AND_INSTALLATION_OF_RAILING_AT_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-footpath-steps-and-installation-of-railing-at-mont-fleuri
Construction of Footpath Steps and Installation of Railing at Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY /LOCAL GOVT,CONSTRUCTION OF FOOTPATH STEPS AND INSTALLATION OF RAILING AT MONT FLEURI,23rd APRIL 2025 AT: 11:00 HRS,8,3.0,FATEH CONSTRUCTION,SR,316400.0,Roads & seawalls,23 April 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_FOOTPATH_STEPS__AND_INSTALLATION_OF_RAILING_AT_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-footpath-steps-and-installation-of-railing-at-mont-fleuri
Construction of Footpath Steps and Installation of Railing at Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY /LOCAL GOVT,CONSTRUCTION OF FOOTPATH STEPS AND INSTALLATION OF RAILING AT MONT FLEURI,23rd APRIL 2025 AT: 11:00 HRS,8,4.0,L &A CONSTRUCTION,SR,339572.0,Roads & seawalls,23 April 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_FOOTPATH_STEPS__AND_INSTALLATION_OF_RAILING_AT_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-footpath-steps-and-installation-of-railing-at-mont-fleuri
Construction of Footpath Steps and Installation of Railing at Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY /LOCAL GOVT,CONSTRUCTION OF FOOTPATH STEPS AND INSTALLATION OF RAILING AT MONT FLEURI,23rd APRIL 2025 AT: 11:00 HRS,8,5.0,BONNELAME CONSTRUCTION,SR,464660.0,Roads & seawalls,23 April 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_FOOTPATH_STEPS__AND_INSTALLATION_OF_RAILING_AT_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-footpath-steps-and-installation-of-railing-at-mont-fleuri
Construction of Footpath Steps and Installation of Railing at Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY /LOCAL GOVT,CONSTRUCTION OF FOOTPATH STEPS AND INSTALLATION OF RAILING AT MONT FLEURI,23rd APRIL 2025 AT: 11:00 HRS,8,6.0,APOLLO DESIGN & BUILD,SR,584000.0,Roads & seawalls,23 April 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_FOOTPATH_STEPS__AND_INSTALLATION_OF_RAILING_AT_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-footpath-steps-and-installation-of-railing-at-mont-fleuri
Construction of Footpath Steps and Installation of Railing at Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY /LOCAL GOVT,CONSTRUCTION OF FOOTPATH STEPS AND INSTALLATION OF RAILING AT MONT FLEURI,23rd APRIL 2025 AT: 11:00 HRS,8,7.0,JD MAINTENANCE,SR,260200.0,Roads & seawalls,23 April 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_FOOTPATH_STEPS__AND_INSTALLATION_OF_RAILING_AT_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-footpath-steps-and-installation-of-railing-at-mont-fleuri
Construction of Footpath Steps and Installation of Railing at Mont Fleuri,SEYCHELLES INFRASTRUCTURE AGENCY /LOCAL GOVT,CONSTRUCTION OF FOOTPATH STEPS AND INSTALLATION OF RAILING AT MONT FLEURI,23rd APRIL 2025 AT: 11:00 HRS,8,8.0,JSS MAINTENANCE,SR,410200.0,Roads & seawalls,23 April 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_FOOTPATH_STEPS__AND_INSTALLATION_OF_RAILING_AT_MONT_FLEURI.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-footpath-steps-and-installation-of-railing-at-mont-fleuri
Renovation Works At Bel Ombre Community Centre,SEYCHELLES INFRASTRUCTURE AGENCY /LOCAL GOVT,RENOVATION WORKS AT BEL OMBRE COMMUNITY CENTRE,23rd APRIL 2025 AT: 11:00 HRS,3,1.0,UNIQUE ENG.,SR,1658199.0,Infrastructure,23 April 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_WORKS_AT_BEL_OMBRE_COMMUNITY_CENTRE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-bel-ombre-community-centre
Renovation Works At Bel Ombre Community Centre,SEYCHELLES INFRASTRUCTURE AGENCY /LOCAL GOVT,RENOVATION WORKS AT BEL OMBRE COMMUNITY CENTRE,23rd APRIL 2025 AT: 11:00 HRS,3,2.0,AVALON BUILDERS,SR,1642255.0,Infrastructure,23 April 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_WORKS_AT_BEL_OMBRE_COMMUNITY_CENTRE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-bel-ombre-community-centre
Renovation Works At Bel Ombre Community Centre,SEYCHELLES INFRASTRUCTURE AGENCY /LOCAL GOVT,RENOVATION WORKS AT BEL OMBRE COMMUNITY CENTRE,23rd APRIL 2025 AT: 11:00 HRS,3,3.0,THUNDER CONSTRUCTION,SR,1547132.0,Infrastructure,23 April 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_WORKS_AT_BEL_OMBRE_COMMUNITY_CENTRE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-bel-ombre-community-centre
Renovation Works at National House - North Wings,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT NATIONAL HOUSE - NORTH WINGS,23rd APRIL 2025 AT: 10:30 HRS,4,1.0,"QING JIAN INTER, SEY
GROUP",SR,6065880.87,Infrastructure,23 April 2025.,https://www.ntb.sc/media/tender-files/Renovation_Works_at_National_House__-_North_Wings.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-national-house-north-wings
Renovation Works at National House - North Wings,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT NATIONAL HOUSE - NORTH WINGS,23rd APRIL 2025 AT: 10:30 HRS,4,2.0,ALLIED BUILDERS SEY LTD,SR,5991264.6,Infrastructure,23 April 2025.,https://www.ntb.sc/media/tender-files/Renovation_Works_at_National_House__-_North_Wings.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-national-house-north-wings
Renovation Works at National House - North Wings,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT NATIONAL HOUSE - NORTH WINGS,23rd APRIL 2025 AT: 10:30 HRS,4,3.0,"THUNDER CONSTRUCTION PTY
LTD",SR,5361712.85,Infrastructure,23 April 2025.,https://www.ntb.sc/media/tender-files/Renovation_Works_at_National_House__-_North_Wings.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-national-house-north-wings
Renovation Works at National House - North Wings,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT NATIONAL HOUSE - NORTH WINGS,23rd APRIL 2025 AT: 10:30 HRS,4,4.0,"O NIVO CONSTRUCTION PTY
LTD",SR,6407410.15,Infrastructure,23 April 2025.,https://www.ntb.sc/media/tender-files/Renovation_Works_at_National_House__-_North_Wings.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-national-house-north-wings
"Construction 32 Units Mid Range Condo (16 Units Of 2 Bedrooms, 16 Units Of 3 Bedrooms), Boundary Wall, Retaining Wall Sewer Line And Playground At Ex Asphalt Cascade",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION 32 UNITS MID RANGE CONDO (16 UNITS OF 2 BEDROOMS, 16 UNITS OF 3 BEDROOMS), BOUNDARY WALL, RETAINING WALL SEWER LINE AND PLAYGROUND AT EX ASPHAT CASCADE",17th APRIL 2025 AT: 10:00 HRS,10,1.0,"THUNDER CONSTRUCTION
(PTY) LTD",SR,42754055.25,Housing,17 April 2025.,https://www.ntb.sc/media/tender-files/const._32_units_condo_-_boundary_wall_retaining_wall_-ex_asphalt_cascade.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-32-units-mid-range-condo-16-units-of-2-bedrooms-16-units-of-3-bedrooms-boundary-wall-retaining-wall-sewer-line-and-playground-at-ex-asphalt-cascade
"Construction 32 Units Mid Range Condo (16 Units Of 2 Bedrooms, 16 Units Of 3 Bedrooms), Boundary Wall, Retaining Wall Sewer Line And Playground At Ex Asphalt Cascade",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION 32 UNITS MID RANGE CONDO (16 UNITS OF 2 BEDROOMS, 16 UNITS OF 3 BEDROOMS), BOUNDARY WALL, RETAINING WALL SEWER LINE AND PLAYGROUND AT EX ASPHAT CASCADE",17th APRIL 2025 AT: 10:00 HRS,10,2.0,"O NIVO CONSTRUCTION (PTY)
LTD",SR,39731885.83,Housing,17 April 2025.,https://www.ntb.sc/media/tender-files/const._32_units_condo_-_boundary_wall_retaining_wall_-ex_asphalt_cascade.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-32-units-mid-range-condo-16-units-of-2-bedrooms-16-units-of-3-bedrooms-boundary-wall-retaining-wall-sewer-line-and-playground-at-ex-asphalt-cascade
"Construction 32 Units Mid Range Condo (16 Units Of 2 Bedrooms, 16 Units Of 3 Bedrooms), Boundary Wall, Retaining Wall Sewer Line And Playground At Ex Asphalt Cascade",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION 32 UNITS MID RANGE CONDO (16 UNITS OF 2 BEDROOMS, 16 UNITS OF 3 BEDROOMS), BOUNDARY WALL, RETAINING WALL SEWER LINE AND PLAYGROUND AT EX ASPHAT CASCADE",17th APRIL 2025 AT: 10:00 HRS,10,3.0,"QING JIANG INT. (SEY) GROUP
DEV. CO. LTD",SR,43283580.0,Housing,17 April 2025.,https://www.ntb.sc/media/tender-files/const._32_units_condo_-_boundary_wall_retaining_wall_-ex_asphalt_cascade.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-32-units-mid-range-condo-16-units-of-2-bedrooms-16-units-of-3-bedrooms-boundary-wall-retaining-wall-sewer-line-and-playground-at-ex-asphalt-cascade
"Construction 32 Units Mid Range Condo (16 Units Of 2 Bedrooms, 16 Units Of 3 Bedrooms), Boundary Wall, Retaining Wall Sewer Line And Playground At Ex Asphalt Cascade",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION 32 UNITS MID RANGE CONDO (16 UNITS OF 2 BEDROOMS, 16 UNITS OF 3 BEDROOMS), BOUNDARY WALL, RETAINING WALL SEWER LINE AND PLAYGROUND AT EX ASPHAT CASCADE",17th APRIL 2025 AT: 10:00 HRS,10,4.0,"CHINA SHENYANG
CORPORATION (SEY) LTD",SR,43760377.88,Housing,17 April 2025.,https://www.ntb.sc/media/tender-files/const._32_units_condo_-_boundary_wall_retaining_wall_-ex_asphalt_cascade.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-32-units-mid-range-condo-16-units-of-2-bedrooms-16-units-of-3-bedrooms-boundary-wall-retaining-wall-sewer-line-and-playground-at-ex-asphalt-cascade
"Construction 32 Units Mid Range Condo (16 Units Of 2 Bedrooms, 16 Units Of 3 Bedrooms), Boundary Wall, Retaining Wall Sewer Line And Playground At Ex Asphalt Cascade",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION 32 UNITS MID RANGE CONDO (16 UNITS OF 2 BEDROOMS, 16 UNITS OF 3 BEDROOMS), BOUNDARY WALL, RETAINING WALL SEWER LINE AND PLAYGROUND AT EX ASPHAT CASCADE",17th APRIL 2025 AT: 10:00 HRS,10,5.0,"BENOITON CONSTRUCTION
CO. (PTY) LTD",SR,59572609.46,Housing,17 April 2025.,https://www.ntb.sc/media/tender-files/const._32_units_condo_-_boundary_wall_retaining_wall_-ex_asphalt_cascade.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-32-units-mid-range-condo-16-units-of-2-bedrooms-16-units-of-3-bedrooms-boundary-wall-retaining-wall-sewer-line-and-playground-at-ex-asphalt-cascade
"Construction 32 Units Mid Range Condo (16 Units Of 2 Bedrooms, 16 Units Of 3 Bedrooms), Boundary Wall, Retaining Wall Sewer Line And Playground At Ex Asphalt Cascade",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION 32 UNITS MID RANGE CONDO (16 UNITS OF 2 BEDROOMS, 16 UNITS OF 3 BEDROOMS), BOUNDARY WALL, RETAINING WALL SEWER LINE AND PLAYGROUND AT EX ASPHAT CASCADE",17th APRIL 2025 AT: 10:00 HRS,10,6.0,ALLIED BUILDERS (SEY) LTD,SR,47412794.27,Housing,17 April 2025.,https://www.ntb.sc/media/tender-files/const._32_units_condo_-_boundary_wall_retaining_wall_-ex_asphalt_cascade.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-32-units-mid-range-condo-16-units-of-2-bedrooms-16-units-of-3-bedrooms-boundary-wall-retaining-wall-sewer-line-and-playground-at-ex-asphalt-cascade
"Construction 32 Units Mid Range Condo (16 Units Of 2 Bedrooms, 16 Units Of 3 Bedrooms), Boundary Wall, Retaining Wall Sewer Line And Playground At Ex Asphalt Cascade",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION 32 UNITS MID RANGE CONDO (16 UNITS OF 2 BEDROOMS, 16 UNITS OF 3 BEDROOMS), BOUNDARY WALL, RETAINING WALL SEWER LINE AND PLAYGROUND AT EX ASPHAT CASCADE",17th APRIL 2025 AT: 10:00 HRS,10,7.0,RELIANCE ENG. SERVICE LTD,SR,40671054.25,Housing,17 April 2025.,https://www.ntb.sc/media/tender-files/const._32_units_condo_-_boundary_wall_retaining_wall_-ex_asphalt_cascade.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-32-units-mid-range-condo-16-units-of-2-bedrooms-16-units-of-3-bedrooms-boundary-wall-retaining-wall-sewer-line-and-playground-at-ex-asphalt-cascade
"Construction 32 Units Mid Range Condo (16 Units Of 2 Bedrooms, 16 Units Of 3 Bedrooms), Boundary Wall, Retaining Wall Sewer Line And Playground At Ex Asphalt Cascade",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION 32 UNITS MID RANGE CONDO (16 UNITS OF 2 BEDROOMS, 16 UNITS OF 3 BEDROOMS), BOUNDARY WALL, RETAINING WALL SEWER LINE AND PLAYGROUND AT EX ASPHAT CASCADE",17th APRIL 2025 AT: 10:00 HRS,10,8.0,"NICK & CO. BUILDERS (PTY)
LTD",SR,63779932.16,Housing,17 April 2025.,https://www.ntb.sc/media/tender-files/const._32_units_condo_-_boundary_wall_retaining_wall_-ex_asphalt_cascade.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-32-units-mid-range-condo-16-units-of-2-bedrooms-16-units-of-3-bedrooms-boundary-wall-retaining-wall-sewer-line-and-playground-at-ex-asphalt-cascade
"Construction 32 Units Mid Range Condo (16 Units Of 2 Bedrooms, 16 Units Of 3 Bedrooms), Boundary Wall, Retaining Wall Sewer Line And Playground At Ex Asphalt Cascade",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION 32 UNITS MID RANGE CONDO (16 UNITS OF 2 BEDROOMS, 16 UNITS OF 3 BEDROOMS), BOUNDARY WALL, RETAINING WALL SEWER LINE AND PLAYGROUND AT EX ASPHAT CASCADE",17th APRIL 2025 AT: 10:00 HRS,10,9.0,"DUBAI CIVIL ENG. &
CONSTRUCTION",SR,43905788.26,Housing,17 April 2025.,https://www.ntb.sc/media/tender-files/const._32_units_condo_-_boundary_wall_retaining_wall_-ex_asphalt_cascade.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-32-units-mid-range-condo-16-units-of-2-bedrooms-16-units-of-3-bedrooms-boundary-wall-retaining-wall-sewer-line-and-playground-at-ex-asphalt-cascade
"Construction 32 Units Mid Range Condo (16 Units Of 2 Bedrooms, 16 Units Of 3 Bedrooms), Boundary Wall, Retaining Wall Sewer Line And Playground At Ex Asphalt Cascade",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION 32 UNITS MID RANGE CONDO (16 UNITS OF 2 BEDROOMS, 16 UNITS OF 3 BEDROOMS), BOUNDARY WALL, RETAINING WALL SEWER LINE AND PLAYGROUND AT EX ASPHAT CASCADE",17th APRIL 2025 AT: 10:00 HRS,10,10.0,NIEL’S CONSTRUCTION,SR,48427882.61,Housing,17 April 2025.,https://www.ntb.sc/media/tender-files/const._32_units_condo_-_boundary_wall_retaining_wall_-ex_asphalt_cascade.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-32-units-mid-range-condo-16-units-of-2-bedrooms-16-units-of-3-bedrooms-boundary-wall-retaining-wall-sewer-line-and-playground-at-ex-asphalt-cascade
Procurement For The Supply Of Stationery Items (5 Lots),MINISTRY OF EDUCATION,PROCUREMENT FOR THE SUPPLY OF STATIONERY ITEMS (5 LOTS),02nd APRIL 2025 10:30HRS,10,5.0,D’S FASHION,SR,484450.0,Other,02 April 2025.,https://www.ntb.sc/media/tender-files/SUPPLY_OF_STATIONERY_ITEMS.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/procurement-for-the-supply-of-stationery-items-5-lots
Procurement For The Supply Of Stationery Items (5 Lots),MINISTRY OF EDUCATION,PROCUREMENT FOR THE SUPPLY OF STATIONERY ITEMS (5 LOTS),02nd APRIL 2025 10:30HRS,10,7.0,T.N. D TRADING,SR,251687.0,Other,02 April 2025.,https://www.ntb.sc/media/tender-files/SUPPLY_OF_STATIONERY_ITEMS.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/procurement-for-the-supply-of-stationery-items-5-lots
Procurement For The Supply Of Stationery Items (5 Lots),MINISTRY OF EDUCATION,PROCUREMENT FOR THE SUPPLY OF STATIONERY ITEMS (5 LOTS),02nd APRIL 2025 10:30HRS,10,8.0,BMG ENTERPRISE,SR,59650.0,Other,02 April 2025.,https://www.ntb.sc/media/tender-files/SUPPLY_OF_STATIONERY_ITEMS.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/procurement-for-the-supply-of-stationery-items-5-lots
"Re-Construction Of Footpath, Steps And Installation Of Railing And Chain-Link Fence At Curio Road, Bel Air",SEYCHELLES INFRASTRUCTURE AGENCY,"RE-CONSTRUCTION OF FOOTPATH, STEPS AND INSTALLATION OF RAILING AND CHAIN-LINK FENCE AT CURIO ROAD, BEL AIR",02nd APRIL 2025 AT: 10:00 HRS,6,1.0,FB CONSTRUCTION,SR,248575.0,Roads & seawalls,02 April 2025.,https://www.ntb.sc/media/tender-files/RE_CONSTRUCTION_OF_FOOTPATH_STEPS_AND_INSTALLATION_OF_RAILING_AND_CHAIN_LINK_FENCE_CURIO_RD_BEL_AIR.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-construction-of-footpath-steps-and-installation-of-railing-and-chain-link-fence-at-curio-road-bel-air
"Re-Construction Of Footpath, Steps And Installation Of Railing And Chain-Link Fence At Curio Road, Bel Air",SEYCHELLES INFRASTRUCTURE AGENCY,"RE-CONSTRUCTION OF FOOTPATH, STEPS AND INSTALLATION OF RAILING AND CHAIN-LINK FENCE AT CURIO ROAD, BEL AIR",02nd APRIL 2025 AT: 10:00 HRS,6,2.0,RIGNACE BUILDERS,SR,276845.0,Roads & seawalls,02 April 2025.,https://www.ntb.sc/media/tender-files/RE_CONSTRUCTION_OF_FOOTPATH_STEPS_AND_INSTALLATION_OF_RAILING_AND_CHAIN_LINK_FENCE_CURIO_RD_BEL_AIR.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-construction-of-footpath-steps-and-installation-of-railing-and-chain-link-fence-at-curio-road-bel-air
"Re-Construction Of Footpath, Steps And Installation Of Railing And Chain-Link Fence At Curio Road, Bel Air",SEYCHELLES INFRASTRUCTURE AGENCY,"RE-CONSTRUCTION OF FOOTPATH, STEPS AND INSTALLATION OF RAILING AND CHAIN-LINK FENCE AT CURIO ROAD, BEL AIR",02nd APRIL 2025 AT: 10:00 HRS,6,3.0,APOLLO DESIGN & BUILD,SR,244870.0,Roads & seawalls,02 April 2025.,https://www.ntb.sc/media/tender-files/RE_CONSTRUCTION_OF_FOOTPATH_STEPS_AND_INSTALLATION_OF_RAILING_AND_CHAIN_LINK_FENCE_CURIO_RD_BEL_AIR.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-construction-of-footpath-steps-and-installation-of-railing-and-chain-link-fence-at-curio-road-bel-air
"Re-Construction Of Footpath, Steps And Installation Of Railing And Chain-Link Fence At Curio Road, Bel Air",SEYCHELLES INFRASTRUCTURE AGENCY,"RE-CONSTRUCTION OF FOOTPATH, STEPS AND INSTALLATION OF RAILING AND CHAIN-LINK FENCE AT CURIO ROAD, BEL AIR",02nd APRIL 2025 AT: 10:00 HRS,6,4.0,EXODUS,SR,271250.0,Roads & seawalls,02 April 2025.,https://www.ntb.sc/media/tender-files/RE_CONSTRUCTION_OF_FOOTPATH_STEPS_AND_INSTALLATION_OF_RAILING_AND_CHAIN_LINK_FENCE_CURIO_RD_BEL_AIR.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-construction-of-footpath-steps-and-installation-of-railing-and-chain-link-fence-at-curio-road-bel-air
"Re-Construction Of Footpath, Steps And Installation Of Railing And Chain-Link Fence At Curio Road, Bel Air",SEYCHELLES INFRASTRUCTURE AGENCY,"RE-CONSTRUCTION OF FOOTPATH, STEPS AND INSTALLATION OF RAILING AND CHAIN-LINK FENCE AT CURIO ROAD, BEL AIR",02nd APRIL 2025 AT: 10:00 HRS,6,5.0,BSC BUILDING CONTRACTOR,SR,346720.0,Roads & seawalls,02 April 2025.,https://www.ntb.sc/media/tender-files/RE_CONSTRUCTION_OF_FOOTPATH_STEPS_AND_INSTALLATION_OF_RAILING_AND_CHAIN_LINK_FENCE_CURIO_RD_BEL_AIR.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-construction-of-footpath-steps-and-installation-of-railing-and-chain-link-fence-at-curio-road-bel-air
"Re-Construction Of Footpath, Steps And Installation Of Railing And Chain-Link Fence At Curio Road, Bel Air",SEYCHELLES INFRASTRUCTURE AGENCY,"RE-CONSTRUCTION OF FOOTPATH, STEPS AND INSTALLATION OF RAILING AND CHAIN-LINK FENCE AT CURIO ROAD, BEL AIR",02nd APRIL 2025 AT: 10:00 HRS,6,6.0,"CLAIRE’S CONTRACTOR &
MAINTENANCE",SR,450650.0,Roads & seawalls,02 April 2025.,https://www.ntb.sc/media/tender-files/RE_CONSTRUCTION_OF_FOOTPATH_STEPS_AND_INSTALLATION_OF_RAILING_AND_CHAIN_LINK_FENCE_CURIO_RD_BEL_AIR.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-construction-of-footpath-steps-and-installation-of-railing-and-chain-link-fence-at-curio-road-bel-air
"Re-Construction Of Footpath, Steps And Installation Of Railing And Chain-Link Fence At Curio Road, Bel Air",SEYCHELLES INFRASTRUCTURE AGENCY,"RE-CONSTRUCTION OF FOOTPATH, STEPS AND INSTALLATION OF RAILING AND CHAIN-LINK FENCE AT CURIO ROAD, BEL AIR",02nd APRIL 2025 AT: 10:00 HRS,6,7.0,SEKHEL CONSTRUCTION,SR,368305.0,Roads & seawalls,02 April 2025.,https://www.ntb.sc/media/tender-files/RE_CONSTRUCTION_OF_FOOTPATH_STEPS_AND_INSTALLATION_OF_RAILING_AND_CHAIN_LINK_FENCE_CURIO_RD_BEL_AIR.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-construction-of-footpath-steps-and-installation-of-railing-and-chain-link-fence-at-curio-road-bel-air
"Re-Construction Of Footpath, Steps And Installation Of Railing And Chain-Link Fence At Curio Road, Bel Air",SEYCHELLES INFRASTRUCTURE AGENCY,"RE-CONSTRUCTION OF FOOTPATH, STEPS AND INSTALLATION OF RAILING AND CHAIN-LINK FENCE AT CURIO ROAD, BEL AIR",02nd APRIL 2025 AT: 10:00 HRS,6,8.0,ALJAMAAH CONSTRUCTION,SR,386500.0,Roads & seawalls,02 April 2025.,https://www.ntb.sc/media/tender-files/RE_CONSTRUCTION_OF_FOOTPATH_STEPS_AND_INSTALLATION_OF_RAILING_AND_CHAIN_LINK_FENCE_CURIO_RD_BEL_AIR.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-construction-of-footpath-steps-and-installation-of-railing-and-chain-link-fence-at-curio-road-bel-air
"Construction Of Motorable Access Road At Mont Plaisir, Anse Royale",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF MOTORABLE ACCESS ROAD AT MONT PLAISIR, ANSE ROYALE",02nd APRIL 2025 AT: 10:00 HRS,8,1.0,TED CONSTRUCTION,SR,776250.0,Roads & seawalls,02 April 2025.,https://www.ntb.sc/media/tender-files/CONST._MOTORABLE__ACCESS_ROAD_MONT_PLAISIR_ANSE__ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-motorable-access-road-at-mont-plaisir-anse-royale
"Construction Of Motorable Access Road At Mont Plaisir, Anse Royale",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF MOTORABLE ACCESS ROAD AT MONT PLAISIR, ANSE ROYALE",02nd APRIL 2025 AT: 10:00 HRS,8,2.0,"GOLDEN BRICKS
CONSTRUCTION",SR,900640.0,Roads & seawalls,02 April 2025.,https://www.ntb.sc/media/tender-files/CONST._MOTORABLE__ACCESS_ROAD_MONT_PLAISIR_ANSE__ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-motorable-access-road-at-mont-plaisir-anse-royale
"Construction Of Motorable Access Road At Mont Plaisir, Anse Royale",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF MOTORABLE ACCESS ROAD AT MONT PLAISIR, ANSE ROYALE",02nd APRIL 2025 AT: 10:00 HRS,8,3.0,"DONALD BUILDING &
CONTRACTOR PTY LTD",SR,1157745.0,Roads & seawalls,02 April 2025.,https://www.ntb.sc/media/tender-files/CONST._MOTORABLE__ACCESS_ROAD_MONT_PLAISIR_ANSE__ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-motorable-access-road-at-mont-plaisir-anse-royale
